YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2016,Community Facilities,First Station 24 Roof Replacement (Addition Only)- Capital Maintenance,CF-660836-358,Fire,273 White Bear Ave,1,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,73370,44.94958093,-93.02525536
2016,Community Facilities,Hazel Park Recreation Center Security Lighting- Capital Maintenance,CF-660836-357,Parks and Recreation,945 Hazel St N,2,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,16500,44.9699478,-93.0208817
2016,Community Facilities,Dale Street Sanitation Garage Deferred Maintenance- Capital Maintenance,CF-660836-356,Public Works,873 N. Dale Street/Sanitation Garage,10,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,133885,44.96781029,-93.12639966
2016,Community Facilities,Conway Rec Center Splash Pad UV Lights- Capital Maintenance,CF-660836-355,Parks and Recreation,2090 Conway Ave,1,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,9000,44.9557343,-93.0121155
2016,Community Facilities,Como Zoo Polar Bear Odyssey Fire Panel- Capital Maintenance,CF-660836-354,Parks and Recreation,1250 Kaufman,10,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,18500,44.98095909,-93.14786305
2016,Community Facilities,Como Zoo Old Hoof Barn Perimeter Walls- Capital Maintenance,CF-660836-353,Parks and Recreation,1290 Kaufman Drive,10,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,33000,44.981815,-93.1497286
2016,Community Facilities,City-Wide Services Roof Replacement- Capital Maintenance,CF-660836-351,Police,1820 Edgcumbe Road,15,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,80587,44.91119915,-93.15681193
2016,Community Facilities,Central Library inspection & certification of roof fall safety system- Capital Maintenance,CF-660836-350,Library,90 West Fourth Street,17,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,98528,44.94411149,-93.09725082
2016,Community Facilities,Back-up Generator for East District- Capital Maintenance,CF-660836-349,Police,722 Payne Ave,5,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,86363,44.96344769,-93.07356135
2015,Streets and Utilities,Signalized Intersection Safety Improvements Program,SU-662763-1,Public Works,Citywide,Citywide,"Administer, design and construct new traffic signal systems when and where warranted throughout the City.  Reconstruct existing traffic signal systems in order to improve safety and traffic flow.

Make minor changes to existing traffic signal systems in order to improve safety and traffic flow efficiency.  Bring traffic signal systems into compliance with current design standards (ie. add left turn arrows, install overhead signal indications, install larger indications, etc.).  

Make minor changes to roadway geometrics and/or signage in order to improve safety and traffic flow efficiency (ie. add exclusive left turn lanes, add crosswalks, add ""No Right Turn On Red"" signs, etc.).",MSA,125000,,
2015,Residential and Economic Development,Vacant & Hazardous Building Demolition,RE-660840,Safety and Inspections,Citywide,Citywide,"This is a city-wide, multi-year program which provides resources to clear buildings which are considered nuisance properties, and/or pose a threat to public health and safety. Properties must have been 1) vacant for at least one year, 2) vacant and unfit for rehabilitation for at least 90 days, and are typically identified on the City's Vacant Building List. The Program is administered by the City's Code Enforcement personnel in the Department of Safety and Inspections.",CDBG,400000,,
2015,Community Facilities,Repairs & Maintenance to Animal Control Building- Capital Maintenance,CF-660836-345,Safety and Inspections,1285 Jessamine Avenue West,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,35000,,
2015,Community Facilities,"Repair Drain Box, Grates and Pipes- Capital Maintenance",CF-660836-344,Public Works,891 North Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,15000,,
2015,Streets and Utilities,Third Street RSVP,SU-6602231-25,Public Works,Third Street RSVP,17,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Street Bonds,5299000,,
2015,Streets and Utilities,Citywide Stairway Repair and Replacement Program,SU-662966,Public Works,Citywide,Citywide,The City owns 230+ stairways within the public right of way. The vast majority of these stairways are in need of major repair or replacement. Public Works is requesting a multi-year program to bring all public stairways into a state of repair that will insure public safety for years to come. Public Works will prioritize the work by assessing the public use of the facility and the degree to which the structure is deficient or non compliant with current stairway design standards. Higher volume and severely deteriorated/non compliant stairways will be addressed first.,CIB,119000,,
2015,Streets and Utilities,St. Clair RSVP,SU-6602231-24,Public Works,St. Clair RSVP,14,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Street Bonds,1755000,,
2015,Streets and Utilities,Signalized Intersection Safety Improvements Program,SU-662763-1,Public Works,Citywide,Citywide,"Administer, design and construct new traffic signal systems when and where warranted throughout the City.  Reconstruct existing traffic signal systems in order to improve safety and traffic flow.

Make minor changes to existing traffic signal systems in order to improve safety and traffic flow efficiency.  Bring traffic signal systems into compliance with current design standards (ie. add left turn arrows, install overhead signal indications, install larger indications, etc.).  

Make minor changes to roadway geometrics and/or signage in order to improve safety and traffic flow efficiency (ie. add exclusive left turn lanes, add crosswalks, add ""No Right Turn On Red"" signs, etc.).",CIB,119000,,
